Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Toinette Lippe, Jacob Needleman","=""0679724346""","=""9780679724346""",3,4.31,Vintage,Paperback,160,1989,-600,,2019/02/14,,,read,,,philosophy,1,,,0,,,,,
31421117,Tears We Cannot Stop: A Sermon to White America,Michael Eric Dyson,"Dyson, Michael Eric",,"=""1250135990""","=""9781250135995""",3,4.30,St. Martin's Press,Hardcover,228,2017,2017,2019/02/16,2019/02/16,,,read,,,"memoir, politics, current events, racism",1,,,0,,,,,
26839621,"Popol Vuh: The Sacred Book of the Maya: The Great Classic of Central American Spirituality,",Allen J. Christenson,"Christenson, Allen J.",Carl Waldman,"=""""","=""""",3,3.87,,Kindle Edition,328,2015,2015,2019/02/16,2019/02/01,,,read,,,"history, culture, fiction",2,,,0,,,,,
40275091,How to Disappear: Notes on Invisibility in a Time of Transparency,Akiko Busch,"Busch, Akiko",,"=""1101980419""","=""9781101980415""",4,3.29,Penguin Press,Hardcover,224,2019,,,2019/02/17,,,read,,,"philosophy, sociology",1,,,0,,,,,
21470413,Bats: A World of Science and Mystery,Melville Brockett Fenton,"Fenton, Melville Brockett",Nancy B. Simmons,"=""022606512X""","=""9780226065120""",5,4.43,University of Chicago Press,Hardcover,240,2015,2014,2019/02/18,2018/08/22,,,read,,,"animals, ecology",2,,,0,,,,,
581365,Making Up the Mind: How the Brain Creates Our Mental World,Chris Frith,"Frith, Chris",,"=""1405160225""","=""9781405160223""",4,4.10,Wiley-Blackwell,Paperback,246,2007,2007,,2018/02/24,,,read,,,"psychology, human biology",1,,,0,,,,,
142499,Classic Irish Short Stories,T.P. McKenna,"McKenna, T.P.",Rosalind Ayres,"=""1901768716""","=""9781901768718""",1,3.12,CSA WORD,Audio Cassette,,2002,1996,2019/02/22,2019/02/22,,,read,,,fiction,1,,,0,,,,,
41016993,Queer Eye: Love Yourself. Love Your Life.,Antoni Porowski,"Porowski, Antoni","Tan France, Jonathan Van Ness, Bobby Berk, Karamo Brown","=""1984823930""","=""9781984823939""",2,4.11,Potter/Ten,Hardcover,256,2018,2018,,2019/02/24,,,read,,,"memoir, LGBTQ",1,,,0,,,,,
34964924,The Seabird's Cry: The Lives and Loves of the Planet's Great Ocean Voyagers,Adam Nicolson,"Nicolson, Adam",,"=""1250134188""","=""9781250134189""",2,4.38,Henry Holt & Company,Hardcover,416,2018,2017,,2019/02/23,,,read,,,"animals, birds",1,,,0,,,,,
37959920,A Call for Revolution: A Vision for the Future,Dalai Lama XIV,"XIV, Dalai Lama",Sofia Stril-Rever,"=""0062866478""","=""9780062866479""",3,4.08,William Morrow,ebook,128,2018,2018,,2019/02/24,,,read,,,"philosophy, current events, politics",1,,,0,,,,,
23214265,The Biology of Desire: Why Addiction Is Not a Disease,Marc  Lewis,"Lewis, Marc",,"=""1610394372""","=""9781610394376""",4,4.05,PublicAffairs,Hardcover,256,2015,2015,,2019/02/28,recommendations,recommendations (#35),read,,,"psychology, human biology",1,,,0,,,,,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",4,4.19,Spiegel & Grau,Hardcover,372,2018,2018,2019/03/01,2019/03/01,,,read,,,"history, sociology, current events, politics",1,,,0,,,,,
36580666,Influenza: The Hundred-Year Hunt to Cure the Deadliest Disease in History,Jeremy   Brown,"Brown, Jeremy",,"=""1501181246""","=""9781501181245""",3,3.89,Atria Books,Hardcover,272,2018,2018,,2019/03/02,,,read,,,"human health, history",1,,,0,,,,,
17331349,Think Like a Freak,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0062218360""","=""9780062218360""",3,3.85,William Morrow,ebook,304,2014,2014,,2019/03/03,,,read,,,"psychology, sociology",1,,,0,,,,,
27774748,The Power Paradox: How We Gain and Lose Influence,Dacher Keltner,"Keltner, Dacher",,"=""1594205248""","=""9781594205248""",3,3.67,Penguin Press,Hardcover,208,2016,2016,,2019/03/03,,,read,,,"sociology, psychology",1,,,0,,,,,
40854717,"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,"Miranda, Lin-Manuel",Jonny Sun,"=""""","=""""",5,4.32,Random House,Kindle Edition,224,2018,2018,,2019/03/03,,,read,,,philosophy,1,,,0,,,,,
34323010,Dollars and Sense: How We Misthink Money and How to Spend Smarter,Dan Ariely,"Ariely, Dan",Jeff Kreisler,"=""0062651226""","=""9780062651228""",4,3.71,Harper,ebook,288,2017,2017,,2019/03/09,,,read,,,"psychology, sociology",1,,,0,,,,,
23503955,Chopsticks: A Cultural and Culinary History,Q. Edward Wang,"Wang, Q. Edward",,"=""1107023963""","=""9781107023963""",5,3.61,Cambridge University Press,Hardcover,210,2015,2014,2019/03/10,2018/08/22,,,read,,,"history, culture, sociology",1,,,0,,,,,
20893477,How We Got to Now: Six Innovations That Made the Modern World,Steven Johnson,"Johnson, Steven",,"=""1594632960""","=""9781594632969""",3,4.09,Riverhead Books,Hardcover,293,2014,2014,,2019/03/14,,,read,,,"history, technology",1,,,0,,,,,
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""078670621X""","=""9780786706211""",2,4.40,Carroll & Graf Publishers,Hardcover,282,1959,1959,,2019/03/17,,,read,,,"history, sociology",1,,,0,,,,,
23418,The Architecture of Happiness,Alain de Botton,"Botton, Alain de",,"=""0375424431""","=""9780375424434""",2,3.85,Pantheon Books,Hardcover,280,2006,2006,,2019/03/21,,,read,,,"philosophy, architecture",1,,,0,,,,,
2590136,"Barracoon: The Story of the Last ""Black Cargo""",Zora Neale Hurston,"Hurston, Zora Neale",,"=""0060921706""","=""9780060921705""",3,4.05,HarperCollins Publishers,Paperback,193,2018,2018,2019/03/25,2019/03/25,,,read,,,"memoir, racism, history",1,,,0,,,,,
28525282,This Chair Rocks: A Manifesto Against Ageism,Ashton Applewhite,"Applewhite, Ashton",,"=""0996934707""","=""9780996934701""",3,3.95,"Networked Books, Inc.",Paperback,288,2016,2016,,2019/03/25,,,read,,,"civil rights, sociology",1,,,0,,,,,
38628,A History of Illuminated Manuscripts,Christopher de Hamel,"Hamel, Christopher de",,"=""0714834521""","=""9780714834528""",4,4.19,Phaidon Press,Paperback,272,1997,1986,,2018/01/04,,,read,,,"history, books",1,,,0,,,,,
12989034,The Collected Stories of Winnie-The-Pooh,A.A. Milne,"Milne, A.A.","Stephen Fry, Judi Dench, Michael               Williams, Geoffrey Palmer","=""0307706109""","=""9780307706102""",5,4.45,Listening Library,Audio CD,4,2009,2009,,2019/04/02,,,read,,,fiction,1,,,0,,,,,
40940539,"Love, Life, and Elephants: An African Love Story",Daphne Sheldrick,"Sheldrick, Daphne",,"=""""","=""""",3,4.14,"Farrar, Straus and Giroux",Kindle Edition,353,2012,2011,,2019/04/19,,,read,,,"memoir, animals, conservation, history",1,,,0,,,,,
9507278,The Complete Works of Edgar Allan Poe,Edgar Allan Poe,"Poe, Edgar Allan",,"=""1453744517""","=""9781453744512""",2,4.50,CreateSpace,Paperback,236,2010,1846,,2019/04/22,,,read,,,fiction,1,,,0,,,,,
4799173,Sand: The Never-Ending Story,Michael Welland,"Welland, Michael",,"=""0520254376""","=""9780520254374""",4,3.93,University of California Press,Hardcover,360,2009,2008,,2019/04/22,,,read,,,"science, geology",1,,,0,,,,,
36203386,The Weather Detective: Rediscovering Nature’s Secret Signs,Peter Wohlleben,"Wohlleben, Peter",,"=""1846045789""","=""9781846045783""",2,3.38,Rider,Hardcover,176,2018,2012,,2019/04/22,,,read,,,"science, weather",1,,,0,,,,,
15766601,The World Until Yesterday: What Can We Learn from Traditional Societies?,Jared Diamond,"Diamond, Jared",,"=""0670024813""","=""9780670024810""",4,3.72,Viking,Hardcover,512,2012,2012,,2019/04/27,,,read,,,"sociology, human biology, evolution",1,,,0,,,,,
43253544,"Karamo: My Story of Embracing Purpose, Healing, and Hope",Karamo Brown,"Brown, Karamo",Jancee Dunn,"=""1982111976""","=""9781982111977""",2,3.93,Gallery Books,Hardcover,289,2019,2019,,2019/04/28,,,read,,,"memoir, racism, LGBTQ",1,,,0,,,,,
36391536,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",Carl Zimmer,"Zimmer, Carl",,"=""1101984597""","=""9781101984598""",2,4.17,Dutton,Hardcover,657,2018,2018,,2019/04/30,,,read,,,human biology,1,,,0,,,,,
40144524,Trailblazer: A Pioneering Journalist's Fight to Make the Media Look More Like America,Dorothy Butler Gilliam,"Gilliam, Dorothy Butler",,"=""1546083448""","=""9781546083443""",4,3.82,Center Street,Hardcover,368,2019,2019,,2019/05/01,,,read,,,"memoir, history, racism, civil rights",1,,,0,,,,,
38769051,Farsighted: How We Make the Decisions That Matter the Most,Steven Johnson,"Johnson, Steven",,"=""1594488215""","=""9781594488214""",4,3.54,Riverhead,Hardcover,256,2018,2018,,2019/05/03,,,read,,,"psychology, sociology",1,,,0,,,,,
29099899,The Invention of Science: A New History of the Scientific Revolution,David Wootton,"Wootton, David",,"=""0061759538""","=""9780061759536""",2,3.88,Harper Perennial,Paperback,784,2016,2015,2016/01/01,2018/11/18,,,read,,,"history, science",1,,,0,,,,,
23582015,Principles of Neural Design,Peter Sterling,"Sterling, Peter",Simon Laughlin,"=""0262028700""","=""9780262028707""",5,4.74,Mit Press,Hardcover,568,2015,2015,,2018/11/30,,,read,,,"psychology, biology, evolution",1,,,0,,,,,
30317414,Awkward: The Science of Why We're Socially Awkward and Why That's Awesome,Ty Tashiro,"Tashiro, Ty",,"=""0062429175""","=""9780062429179""",4,3.52,William Morrow,ebook,288,2017,2017,,2019/05/11,,,read,,,"psychology, sociology",1,,,0,,,,,
37572446,"The Inner Life of Animals: Love, Grief, and Compassion: Surprising Observations of a Hidden World",Peter Wohlleben,"Wohlleben, Peter","Jane Billinghurst, Jeffrey Moussaieff Masson, Thomas Judd","=""1518985807""","=""9781518985805""",4,3.67,Novel Audio,Audio CD,,2017,2016,,2019/05/12,,,read,,,"animals, conciousness",1,,,0,,,,,
30334182,"Mask of the Sun: The Science, History and Forgotten Lore of Eclipses",John Dvorak,"Dvorak, John",,"=""1681773309""","=""9781681773308""",3,3.75,Pegasus Books,Hardcover,312,2017,,,2019/05/11,,,read,,,"astronomy, history",1,,,0,,,,,
40407320,"Biased: Uncovering the Hidden Prejudice That Shapes What We See, Think, and Do",Jennifer L. Eberhardt,"Eberhardt, Jennifer L.",,"=""""","=""""",4,4.29,Viking,Kindle Edition,350,2019,2019,,2019/05/15,,,read,,,"psychology, sociology, current events, politics, racism, civil rights",1,,,0,,,,,
40776644,The Moment of Lift: How Empowering Women Changes the World,Melinda Gates,"Gates, Melinda",,"=""1250313570""","=""9781250313577""",5,4.31,Flatiron Books,Hardcover,273,2019,2019,,2019/01/26,,,read,,,"sociology, current events, politics, civil rights",1,,,0,,,,,
1442706,The Illustrated Virago Book of Women Travellers,Mary Morris,"Morris, Mary",Larry O'Connor,"=""0316647977""","=""9780316647977""",3,4.08,"Little, Brown Book Group",Hardcover,246,2000,1994,2019/05/19,2019/05/11,,,read,,,"memoir, collection, history",2,,,0,,,,,
31706524,How Dare the Sun Rise: Memoirs of a War Child,Sandra Uwiringiyimana,"Uwiringiyimana, Sandra",Abigail Pesta,"=""0062470167""","=""9780062470164""",4,4.27,Katherine Tegen Books,ebook,304,2017,2017,,2019/05/19,,,read,,,"memoir, civil rights, immigration, survival",1,,,0,,,,,
34211871,How to be a Craftivist: The Art of Gentle Protest,Sarah Corbett,"Corbett, Sarah",,"=""1783524073""","=""9781783524075""",1,3.91,Unbound,Hardcover,320,2017,,2019/05/22,2019/05/11,,,read,,,"politics, current events",2,,,0,,,,,
27274445,"Pets on the Couch: Neurotic Dogs, Compulsive Cats, Anxious Birds, and the New Science of Animal Psychiatry",Nicholas Dodman,"Dodman, Nicholas",,"=""1476749043""","=""9781476749044""",4,3.81,Atria Books,ebook,304,2016,,,2019/05/24,,,read,,,"animals, consciousness",1,,,0,,,,,
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Emma Smith-Stevens, Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon Taylor, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",4,4.48,Harper Perennial,ebook,368,2018,2018,,2019/05/24,,,read,,,"memoir, collection, rape, sociology",1,,,0,,,,,
35412097,When: The Scientific Secrets of Perfect Timing,Daniel H. Pink,"Pink, Daniel H.",,"=""0735210624""","=""9780735210622""",4,3.79,Riverhead Books,Hardcover,272,2018,2018,,2019/05/25,,,read,,,"psychology, sociology",2,,,0,,,,,
40180060,Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,Frans de Waal,"Waal, Frans de",,"=""0393635066""","=""9780393635065""",5,4.17,W. W. Norton & Company,Hardcover,336,2019,2018,,2018/10/22,recommendations,recommendations (#37),read,,,"animals, consciousness",1,,,0,,,,,
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""1580056776""","=""9781580056779""",5,4.52,Seal Press,Hardcover,248,2018,2018,,2019/05/30,recommendations,recommendations (#38),read,,,"sociology, racism",1,,,0,,,,,
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",4,4.42,Penguin Press,Hardcover,790,2017,2017,,2019/05/31,,,read,,,"sociology, psychology",1,,,0,,,,,
296420,Comet,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345412222""","=""9780345412225""",3,4.08,Ballantine Books,Paperback,432,1997,1985,,2019/06/01,,,read,,,astronomy,1,,,0,,,,,
13790945,Help Me to Find My People: The African American Search for Family Lost in Slavery,Heather Andrea Williams,"Williams, Heather Andrea",,"=""0807835544""","=""9780807835548""",4,4.20,University of North Carolina Press,Hardcover,264,2012,2012,,2019/06/04,,,read,,,"history, sociology, racism, civil rights<br/>",1,,,0,,,,,
26792282,The Song Poet: A Memoir of My Father,Kao Kalia Yang,"Yang, Kao Kalia",,"=""1627794948""","=""9781627794947""",4,4.39,Metropolitan Books,Hardcover,288,2016,2016,,2019/05/19,,,read,,,"memoir, history, immigration, heritage",1,,,0,,,,,
29340182,Shrill: Notes from a Loud Woman,Lindy West,"West, Lindy",,"=""0316348406""","=""9780316348409""",2,4.20,Hachette,Hardcover,260,2016,2016,,2019/06/05,,,read,,,"memoir, sociology, discrimination",1,,,0,,,,,
22749877,Fastest Things on Wings: Rescuing Hummingbirds in Hollywood,Terry Masear,"Masear, Terry",,"=""0544416031""","=""9780544416031""",5,4.21,Houghton Mifflin Harcourt,Hardcover,320,2015,2015,,2019/06/08,,,read,,,"animals, birds, conservation, memoir",1,,,0,,,,,
38534701,Where Buddhism Meets Neuroscience: Conversations with the Dalai Lama on the Spiritual and Scientific Views of Our Minds,Dalai Lama XIV,"XIV, Dalai Lama","Zara Houshmand, Robert B. Livingston, B Alan Wallace","=""1559394781""","=""9781559394789""",2,3.47,Shambhala,Paperback,216,2018,2018,,2019/06/12,,,read,,,"philosophy, psychology",1,,,0,,,,,
39863398,Why You Like It: The Science and Culture of Musical Taste,Nolan Gasser,"Gasser, Nolan",,"=""1250057191""","=""9781250057198""",5,3.43,Flatiron Books,Hardcover,720,2019,,,2018/12/13,,,read,,,"music, psychology, sociology, current events<br/>",1,,,0,,,,,
233292,"I, Rigoberta Menchú: An Indian Woman in Guatemala",Rigoberta Menchú,"Menchú, Rigoberta","Elisabeth Burgos-Debray, Ann Wright","=""0860917886""","=""9780860917885""",4,3.74,Verso,Paperback,252,1985,1983,,2019/06/18,,,read,,,"memoir, civil rights, history, politics, current events",1,,,0,,,,,
36373639,The Tangled Tree: A Radical New History of Life,David Quammen,"Quammen, David",,"=""1476776628""","=""9781476776620""",2,3.96,Simon  Schuster,Hardcover,480,2018,2018,,2019/04/17,,,read,,,evolution,1,,,0,,,,,
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin",,"=""""","=""9780807071168""",5,4.50,Beacon Press,Audiobook,,2018,2018,,2019/06/21,recommendations,recommendations (#39),read,,,"sociology, psychology, racism, civil rights, politics, current events",2,,,0,,,,,
1427532,The Secret Life of Cows,Rosamund Young,"Young, Rosamund",,"=""1904871119""","=""9781904871118""",3,3.48,Good Life Press,Paperback,136,2005,2003,,2019/06/25,,,read,,,"animals, memoir",1,,,0,,,,,
42585085,The Lives of Bees: The Untold Story of the Honey Bee in the Wild,Thomas D. Seeley,"Seeley, Thomas D.",,"=""0691166765""","=""9780691166766""",3,4.06,Princeton University Press,Hardcover,376,2019,,,2019/06/28,,,read,,,"animals, bees",1,,,0,,,,,
40274696,Real Queer America: LGBT Stories from Red States,Samantha  Allen,"Allen, Samantha",,"=""""","=""""",3,4.14,"Little, Brown and Company",Kindle Edition,321,2019,2019,,2019/06/29,,,read,,,"memoir, LGBTQ",1,,,0,,,,,
40789,Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,"Safina, Carl",,"=""0805078916""","=""9780805078916""",3,4.23,Henry Holt and Co.,Hardcover,400,2006,2006,,2019/06/18,,,read,,,"animals, conservation",1,,,0,,,,,
8463375,"How Music Works: The Science and Psychology of Beautiful Sounds, from Beethoven to the Beatles and Beyond",John        Powell,"Powell, John",,"=""0316098302""","=""9780316098304""",4,4.00,"Little, Brown and Company",Hardcover,272,2010,2010,,2018/08/11,,,read,,,"music, psychology<br/>",1,,,0,,,,,
17707529,Ties That Bind: Stories of Love and Gratitude from the First Ten Years of StoryCorps,Dave Isay,"Isay, Dave",,"=""1594205175""","=""9781594205170""",3,4.15,Penguin Press,Hardcover,224,2013,2013,,2019/07/01,,,read,,,"memoir, collection",1,,,0,,,,,
8425806,Decoded,Jay-Z,"Jay-Z, Jay-Z",,"=""1400068924""","=""9781400068920""",5,3.81,Spiegel & Grau,Hardcover,317,2010,2009,,2019/07/03,recommendations,recommendations (#41),read,,,"memoir, racism, music, current events, politics",1,,,0,,,,,
43382084,"The Creativity Code: How AI Is Learning to Write, Paint and Think",Marcus du Sautoy,"Sautoy, Marcus du",,"=""0008288151""","=""9780008288150""",4,4.02,4th Estate - GB,Hardcover,336,2019,,,2019/07/03,,,read,,,"psychology, technology ",1,,,0,,,,,
26195970,"Invisible Man, Got the Whole World Watching: A Young Black Man's Education",Mychal Denzel Smith,"Smith, Mychal Denzel",,"=""1568585284""","=""9781568585284""",4,4.36,Bold Type Books,Hardcover,224,2016,2016,,2019/07/04,recommendations,recommendations (#40),read,,,"memoir, racism, sociology, human rights, current events, politics<br/>",1,,,0,,,,,
32714199,The Craving Mind: From Cigarettes to Smartphones to Love – Why We Get Hooked and How We Can Break Bad Habits,Judson Brewer,"Brewer, Judson",Jon Kabat-Zinn,"=""0300223242""","=""9780300223248""",5,3.74,Yale University Press,Hardcover,256,2017,2007,,2019/07/07,recommendations,recommendations (#42),read,,,"psychology, sociology",1,,,0,,,,,
838310,"Otters: Ecology, Behaviour and Conservation",Hans Kruuk,"Kruuk, Hans",,"=""0198565879""","=""9780198565871""",3,4.67,"Oxford University Press, USA",Paperback,265,2006,2006,,2019/07/12,,,read,,,"animals, ecology",1,,,0,,,,,
